date,hour,Average Wait Time,Max WaitTime
3/15/2020,0000 - 0100,6,15
3/15/2020,1100 - 1200,4,9
3/15/2020,1200 - 1300,31,65
3/15/2020,1300 - 1400,24,78
3/15/2020,1400 - 1500,31,56
3/15/2020,1500 - 1600,41,77
3/15/2020,1600 - 1700,28,67
3/15/2020,1700 - 1800,21,37
3/15/2020,1800 - 1900,26,77
3/15/2020,1900 - 2000,43,127
3/15/2020,2000 - 2100,38,102
3/15/2020,2100 - 2200,16,40
3/15/2020,2200 - 2300,5,18
3/15/2020,0500 - 0600,42,85
3/15/2020,0600 - 0700,36,99
3/15/2020,0800 - 0900,15,60
3/15/2020,0900 - 1000,9,24
3/15/2020,1000 - 1100,7,18
3/15/2020,1100 - 1200,9,22
3/15/2020,1200 - 1300,38,68
3/15/2020,1300 - 1400,42,75
3/15/2020,1500 - 1600,40,122
3/15/2020,1600 - 1700,46,104
3/15/2020,1700 - 1800,18,42
3/15/2020,1800 - 1900,28,64
3/15/2020,1900 - 2000,8,31
3/15/2020,2000 - 2100,23,68
3/15/2020,2100 - 2200,24,49
3/16/2020,0000 - 0100,5,16
3/16/2020,1100 - 1200,9,18
3/16/2020,1200 - 1300,5,11
3/16/2020,1300 - 1400,30,52
3/16/2020,1400 - 1500,30,100
3/16/2020,1500 - 1600,11,54
3/16/2020,1700 - 1800,23,54
3/16/2020,1800 - 1900,73,176
3/16/2020,1900 - 2000,31,126
3/16/2020,2000 - 2100,16,60
3/16/2020,2200 - 2300,6,27
3/16/2020,2300 - 0000,24,35
3/16/2020,0500 - 0600,36,82
3/16/2020,0600 - 0700,45,76
3/16/2020,0700 - 0800,33,60
3/16/2020,0800 - 0900,8,25
3/16/2020,0900 - 1000,11,29
3/16/2020,1000 - 1100,13,27
3/16/2020,1100 - 1200,5,12
3/16/2020,1300 - 1400,23,42
3/16/2020,1500 - 1600,31,115
3/16/2020,1600 - 1700,47,101
3/16/2020,1700 - 1800,41,144
3/16/2020,1800 - 1900,26,62
3/16/2020,2000 - 2100,20,73
3/16/2020,2200 - 2300,5,15
3/17/2020,1100 - 1200,6,19
3/17/2020,1200 - 1300,8,27
3/17/2020,1300 - 1400,39,85
3/17/2020,1500 - 1600,22,37
3/17/2020,1600 - 1700,7,24
3/17/2020,1700 - 1800,23,48
3/17/2020,1900 - 2000,11,33
3/17/2020,2000 - 2100,27,92
3/17/2020,2100 - 2200,22,63
3/17/2020,2200 - 2300,5,17
3/17/2020,0500 - 0600,44,91
3/17/2020,0600 - 0700,30,68
3/17/2020,0800 - 0900,14,58
3/17/2020,0900 - 1000,7,19
3/17/2020,1000 - 1100,6,12
3/17/2020,1200 - 1300,18,34
3/17/2020,1300 - 1400,30,51
3/17/2020,1400 - 1500,9,20
3/17/2020,1500 - 1600,48,130
3/17/2020,1600 - 1700,39,96
3/17/2020,1700 - 1800,21,63
3/17/2020,1900 - 2000,2,7
3/17/2020,2000 - 2100,45,145
3/18/2020,0000 - 0100,8,22
3/18/2020,1000 - 1100,6,16
3/18/2020,1100 - 1200,10,22
3/18/2020,1200 - 1300,10,20
3/18/2020,1300 - 1400,18,63
3/18/2020,1400 - 1500,27,52
3/18/2020,1500 - 1600,30,41
3/18/2020,1700 - 1800,18,49
3/18/2020,1800 - 1900,6,22
3/18/2020,1900 - 2000,36,89
3/18/2020,2000 - 2100,18,52
3/18/2020,2100 - 2200,8,25
3/18/2020,2200 - 2300,4,16
3/18/2020,0500 - 0600,15,31
3/18/2020,0600 - 0700,11,26
3/18/2020,0700 - 0800,20,43
3/18/2020,0800 - 0900,18,51
3/18/2020,0900 - 1000,8,18
3/18/2020,1000 - 1100,8,18
3/18/2020,1200 - 1300,15,41
3/18/2020,1400 - 1500,8,23
3/18/2020,1500 - 1600,15,33
3/18/2020,1600 - 1700,15,37
3/18/2020,1700 - 1800,19,54
3/18/2020,1900 - 2000,8,25
3/18/2020,2000 - 2100,14,44
3/19/2020,0000 - 0100,2,12
3/19/2020,1100 - 1200,6,21
3/19/2020,1200 - 1300,6,12
3/19/2020,1300 - 1400,22,61
3/19/2020,1400 - 1500,13,28
3/19/2020,1600 - 1700,16,26
3/19/2020,1700 - 1800,24,51
3/19/2020,1800 - 1900,32,44
3/19/2020,1900 - 2000,31,93
3/19/2020,2100 - 2200,3,12
3/19/2020,2200 - 2300,6,14
3/19/2020,0500 - 0600,35,48
3/19/2020,0600 - 0700,14,34
3/19/2020,0700 - 0800,26,49
3/19/2020,0800 - 0900,12,23
3/19/2020,0900 - 1000,10,39
3/19/2020,1000 - 1100,13,31
3/19/2020,1100 - 1200,6,22
3/19/2020,1200 - 1300,17,33
3/19/2020,1300 - 1400,23,37
3/19/2020,1400 - 1500,6,18
3/19/2020,1500 - 1600,24,64
3/19/2020,1600 - 1700,34,72
3/19/2020,1700 - 1800,15,45
3/19/2020,1900 - 2000,6,19
3/19/2020,2000 - 2100,7,13
3/19/2020,2100 - 2200,12,21
3/20/2020,0000 - 0100,4,12
3/20/2020,1100 - 1200,5,16
3/20/2020,1200 - 1300,12,23
3/20/2020,1300 - 1400,20,55
3/20/2020,1500 - 1600,10,17
3/20/2020,1700 - 1800,11,19
3/20/2020,1800 - 1900,35,68
3/20/2020,1900 - 2000,38,96
3/20/2020,2000 - 2100,11,56
3/20/2020,2200 - 2300,6,17
3/20/2020,0500 - 0600,37,49
3/20/2020,0600 - 0700,22,63
3/20/2020,0800 - 0900,27,82
3/20/2020,0900 - 1000,19,55
3/20/2020,1000 - 1100,10,40
3/20/2020,1200 - 1300,12,29
3/20/2020,1400 - 1500,7,17
3/20/2020,1500 - 1600,26,63
3/20/2020,1600 - 1700,21,65
3/20/2020,1700 - 1800,8,19
3/20/2020,1900 - 2000,21,50
3/20/2020,2000 - 2100,37,74
3/21/2020,1200 - 1300,11,24
3/21/2020,1300 - 1400,21,42
3/21/2020,1400 - 1500,5,15
3/21/2020,1700 - 1800,6,13
3/21/2020,1800 - 1900,8,16
3/21/2020,1900 - 2000,23,57
3/21/2020,2000 - 2100,21,76
3/21/2020,2100 - 2200,5,13
3/21/2020,2200 - 2300,5,19
3/21/2020,2300 - 0000,8,23
3/21/2020,0500 - 0600,17,35
3/21/2020,0600 - 0700,16,54
3/21/2020,0700 - 0800,12,30
3/21/2020,0800 - 0900,14,28
3/21/2020,0900 - 1000,8,25
3/21/2020,1000 - 1100,7,16
3/21/2020,1100 - 1200,8,23
3/21/2020,1500 - 1600,19,49
3/21/2020,1600 - 1700,13,58
3/21/2020,1700 - 1800,9,16
3/21/2020,1800 - 1900,3,7
3/21/2020,2000 - 2100,13,33
3/21/2020,2100 - 2200,8,17
3/22/2020,0000 - 0100,6,19
3/22/2020,1000 - 1100,6,11
3/22/2020,1100 - 1200,3,10
3/22/2020,1300 - 1400,23,69
3/22/2020,1400 - 1500,20,51
3/22/2020,1500 - 1600,8,13
3/22/2020,1600 - 1700,8,41
3/22/2020,1700 - 1800,3,8
3/22/2020,1800 - 1900,18,23
3/22/2020,1900 - 2000,16,47
3/22/2020,2200 - 2300,5,14
3/22/2020,0500 - 0600,20,57
3/22/2020,0600 - 0700,18,39
3/22/2020,0700 - 0800,13,27
3/22/2020,0900 - 1000,10,27
3/22/2020,1000 - 1100,8,25
3/22/2020,1200 - 1300,11,21
3/22/2020,1300 - 1400,13,26
3/22/2020,1500 - 1600,18,40
3/22/2020,1600 - 1700,13,31
3/22/2020,1700 - 1800,8,17
3/22/2020,1800 - 1900,23,52
3/22/2020,1900 - 2000,8,17
3/22/2020,2000 - 2100,3,9
3/23/2020,0000 - 0100,2,7
3/23/2020,1300 - 1400,9,16
3/23/2020,1400 - 1500,28,40
3/23/2020,1500 - 1600,10,16
3/23/2020,1900 - 2000,18,25
3/23/2020,2000 - 2100,13,29
3/23/2020,2100 - 2200,5,15
3/23/2020,2200 - 2300,6,19
3/23/2020,0500 - 0600,9,18
3/23/2020,0600 - 0700,12,24
3/23/2020,0800 - 0900,11,24
3/23/2020,0900 - 1000,7,16
3/23/2020,1000 - 1100,6,16
3/23/2020,1100 - 1200,3,6
3/23/2020,1500 - 1600,13,26
3/23/2020,1600 - 1700,18,37
3/23/2020,1700 - 1800,5,10
3/23/2020,2000 - 2100,4,14
3/24/2020,1200 - 1300,6,14
3/24/2020,1300 - 1400,10,24
3/24/2020,1500 - 1600,10,18
3/24/2020,1700 - 1800,4,7
3/24/2020,2000 - 2100,5,15
3/24/2020,2100 - 2200,2,8
3/24/2020,2200 - 2300,6,17
3/24/2020,0800 - 0900,12,26
3/24/2020,0900 - 1000,7,16
3/24/2020,1000 - 1100,7,16
3/24/2020,1100 - 1200,15,32
3/24/2020,1500 - 1600,17,32
3/24/2020,1600 - 1700,6,19
3/24/2020,1700 - 1800,9,16
3/24/2020,1900 - 2000,7,14
3/24/2020,2000 - 2100,5,12
3/25/2020,1200 - 1300,7,15
3/25/2020,1400 - 1500,3,9
3/25/2020,1900 - 2000,27,68
3/25/2020,2100 - 2200,6,11
3/25/2020,0800 - 0900,10,24
3/25/2020,0900 - 1000,6,22
3/25/2020,1000 - 1100,10,22
3/25/2020,1100 - 1200,15,34
3/25/2020,1500 - 1600,15,31
3/25/2020,1600 - 1700,7,23
3/25/2020,1700 - 1800,14,26
3/25/2020,2000 - 2100,2,5
3/26/2020,1300 - 1400,7,17
3/26/2020,1400 - 1500,10,17
3/26/2020,1900 - 2000,18,30
3/26/2020,2100 - 2200,1,4
3/26/2020,2200 - 2300,2,4
3/26/2020,2300 - 0000,5,22
3/26/2020,0800 - 0900,13,32
3/26/2020,1000 - 1100,8,17
3/26/2020,1100 - 1200,12,25
3/26/2020,1500 - 1600,8,15
3/26/2020,1600 - 1700,9,25
3/26/2020,2000 - 2100,4,9
3/27/2020,1400 - 1500,8,15
3/27/2020,1900 - 2000,14,24
3/27/2020,2200 - 2300,1,5
3/27/2020,0800 - 0900,4,8
3/27/2020,0900 - 1000,10,21
3/27/2020,1000 - 1100,11,20
3/27/2020,1100 - 1200,9,23
3/27/2020,1600 - 1700,9,27
3/27/2020,1700 - 1800,6,13
3/27/2020,1800 - 1900,8,20
3/27/2020,2000 - 2100,3,10
3/28/2020,1300 - 1400,12,23
3/28/2020,1400 - 1500,13,29
3/28/2020,1600 - 1700,8,21
3/28/2020,0700 - 0800,14,28
3/28/2020,0900 - 1000,9,23
3/28/2020,1000 - 1100,2,8
3/28/2020,1100 - 1200,10,26
3/28/2020,1600 - 1700,15,31
3/28/2020,1700 - 1800,9,14
3/28/2020,1800 - 1900,4,8
3/28/2020,1900 - 2000,2,3
3/28/2020,2300 - 0000,7,13
3/29/2020,1400 - 1500,8,16
3/29/2020,1900 - 2000,6,14
3/29/2020,0600 - 0700,19,54
3/29/2020,0800 - 0900,8,16
3/29/2020,0900 - 1000,8,17
3/29/2020,1100 - 1200,11,27
3/29/2020,1600 - 1700,3,7
3/29/2020,1700 - 1800,5,16
3/29/2020,2200 - 2300,5,10
3/30/2020,1400 - 1500,5,8
3/30/2020,0700 - 0800,9,24
3/30/2020,0800 - 0900,5,12
3/30/2020,0900 - 1000,5,13
3/30/2020,1000 - 1100,2,5
3/30/2020,1500 - 1600,7,18
3/30/2020,1700 - 1800,1,7
3/30/2020,2300 - 0000,5,13
3/31/2020,0600 - 0700,8,21
3/31/2020,0900 - 1000,6,15
3/31/2020,1000 - 1100,4,12
3/31/2020,1500 - 1600,6,18
3/31/2020,1600 - 1700,6,14
4/1/2020,0600 - 0700,10,25
4/1/2020,0900 - 1000,7,19
4/1/2020,1100 - 1200,4,15
4/1/2020,1500 - 1600,3,8
4/1/2020,1700 - 1800,6,9
4/1/2020,2200 - 2300,1,2
4/2/2020,0600 - 0700,10,23
4/2/2020,1000 - 1100,8,16
4/2/2020,1100 - 1200,0,2
4/2/2020,1400 - 1500,6,11
4/2/2020,1500 - 1600,7,13
4/2/2020,1900 - 2000,0,0
4/2/2020,2000 - 2100,4,9
4/2/2020,2300 - 0000,6,15
4/3/2020,0600 - 0700,10,29
4/3/2020,0900 - 1000,4,10
4/3/2020,1000 - 1100,7,20
4/3/2020,1400 - 1500,7,14
4/3/2020,1700 - 1800,2,9
4/3/2020,2100 - 2200,1,2
4/4/2020,0700 - 0800,9,35
4/4/2020,1000 - 1100,4,10
4/4/2020,1400 - 1500,8,17
4/4/2020,1600 - 1700,2,9
4/4/2020,1700 - 1800,1,4
4/4/2020,2000 - 2100,0,1
4/4/2020,2200 - 2300,4,9
4/5/2020,0600 - 0700,11,34
4/5/2020,0900 - 1000,10,34
4/5/2020,1000 - 1100,17,29
4/5/2020,1300 - 1400,12,20
4/5/2020,1400 - 1500,10,23
4/5/2020,1700 - 1800,5,8
4/5/2020,2100 - 2200,1,2
4/6/2020,0600 - 0700,9,20
4/6/2020,0800 - 0900,11,50
4/6/2020,1000 - 1100,10,14
4/6/2020,1400 - 1500,9,16
4/6/2020,1700 - 1800,5,13
4/6/2020,2200 - 2300,6,20
4/7/2020,0300 - 0400,34,64
4/7/2020,0600 - 0700,12,32
4/7/2020,0900 - 1000,11,28
4/7/2020,1000 - 1100,6,17
4/7/2020,1500 - 1600,8,16
4/7/2020,1600 - 1700,2,4
4/7/2020,1700 - 1800,3,10
4/7/2020,2000 - 2100,6,10
4/8/2020,0600 - 0700,8,21
4/8/2020,0800 - 0900,12,33
4/8/2020,1400 - 1500,7,16
4/9/2020,0500 - 0600,12,37
4/9/2020,0600 - 0700,8,24
4/9/2020,0900 - 1000,7,10
4/9/2020,1000 - 1100,3,19
4/9/2020,1400 - 1500,8,19
4/9/2020,1500 - 1600,10,15
4/9/2020,1700 - 1800,5,12
4/10/2020,0600 - 0700,5,14
4/10/2020,1000 - 1100,6,16
4/10/2020,1400 - 1500,5,12
4/10/2020,1500 - 1600,6,8
4/11/2020,0600 - 0700,10,28
4/11/2020,0900 - 1000,1,5
4/11/2020,1200 - 1300,7,29
4/11/2020,1500 - 1600,1,3
4/12/2020,0600 - 0700,2,6
4/12/2020,1200 - 1300,3,10
4/12/2020,1400 - 1500,1,6
4/13/2020,0600 - 0700,15,36
4/13/2020,0900 - 1000,7,10
4/13/2020,1000 - 1100,4,10
4/13/2020,1500 - 1600,5,15
4/14/2020,0600 - 0700,3,7
4/14/2020,1000 - 1100,2,7
4/14/2020,1500 - 1600,8,16
4/15/2020,0600 - 0700,5,9
4/15/2020,0900 - 1000,8,13
4/15/2020,1000 - 1100,5,16
4/16/2020,0600 - 0700,6,15
4/16/2020,1100 - 1200,7,24
4/16/2020,1400 - 1500,9,25
4/16/2020,1500 - 1600,6,11
4/17/2020,0600 - 0700,1,5
4/17/2020,1100 - 1200,6,17
4/18/2020,0600 - 0700,2,5
4/18/2020,1100 - 1200,3,14
4/19/2020,0600 - 0700,17,46
4/19/2020,0700 - 0800,2,5
4/19/2020,1000 - 1100,3,9
4/19/2020,1400 - 1500,3,10
4/20/2020,0600 - 0700,10,17
4/20/2020,1000 - 1100,6,16
4/20/2020,1400 - 1500,5,16
4/21/2020,0600 - 0700,15,30
4/21/2020,1000 - 1100,4,13
4/21/2020,1500 - 1600,8,13
4/22/2020,0600 - 0700,4,12
4/22/2020,1000 - 1100,4,12
4/23/2020,0500 - 0600,29,52
4/23/2020,0700 - 0800,18,40
4/23/2020,1000 - 1100,7,15
4/23/2020,1400 - 1500,4,10
4/23/2020,1500 - 1600,15,26
4/24/2020,0600 - 0700,8,15
4/24/2020,1000 - 1100,6,20
4/24/2020,1300 - 1400,12,26
4/25/2020,0600 - 0700,17,89
4/25/2020,1000 - 1100,3,12
4/26/2020,0600 - 0700,5,22
4/26/2020,1000 - 1100,3,9
4/27/2020,0600 - 0700,14,42
4/27/2020,0900 - 1000,2,7
4/27/2020,1300 - 1400,8,21
4/28/2020,0600 - 0700,5,10
4/28/2020,1000 - 1100,5,16
4/28/2020,1500 - 1600,6,11
4/29/2020,0600 - 0700,19,39
4/29/2020,0900 - 1000,3,9
4/30/2020,0600 - 0700,4,11
4/30/2020,0900 - 1000,3,9
4/30/2020,1400 - 1500,12,22
4/30/2020,1500 - 1600,13,25
5/1/2020,0600 - 0700,4,9
5/1/2020,1000 - 1100,6,20
5/1/2020,1500 - 1600,4,15
5/2/2020,0600 - 0700,3,10
5/2/2020,1000 - 1100,8,28
5/2/2020,1400 - 1500,5,17
5/3/2020,0600 - 0700,4,12
5/3/2020,1000 - 1100,4,14
5/3/2020,1500 - 1600,2,4
5/4/2020,0600 - 0700,9,19
5/4/2020,1100 - 1200,6,11
5/4/2020,1400 - 1500,7,16
5/5/2020,0600 - 0700,11,23
5/5/2020,0800 - 0900,8,20
5/5/2020,1500 - 1600,8,24
5/6/2020,0600 - 0700,8,18
5/6/2020,0800 - 0900,8,14
5/6/2020,1400 - 1500,5,17
5/7/2020,0600 - 0700,5,15
5/7/2020,0800 - 0900,9,24
5/7/2020,1400 - 1500,10,23
5/8/2020,0600 - 0700,5,14
5/8/2020,0700 - 0800,13,29
5/8/2020,0800 - 0900,4,12
5/8/2020,1500 - 1600,3,11
5/9/2020,0600 - 0700,4,7
5/9/2020,0900 - 1000,3,15
5/9/2020,1400 - 1500,5,15
5/10/2020,0600 - 0700,5,10
5/10/2020,0800 - 0900,3,12
5/10/2020,1400 - 1500,7,20
5/11/2020,0600 - 0700,11,21
5/11/2020,0800 - 0900,2,4
5/11/2020,1400 - 1500,7,13
5/12/2020,0600 - 0700,26,58
5/12/2020,0800 - 0900,12,32
5/12/2020,1500 - 1600,8,21
5/13/2020,0500 - 0600,8,13
5/13/2020,0800 - 0900,2,8
5/13/2020,1400 - 1500,8,23
5/14/2020,0600 - 0700,19,51
5/14/2020,0900 - 1000,7,23
5/14/2020,1400 - 1500,9,20
5/15/2020,0600 - 0700,4,9
5/15/2020,0800 - 0900,5,12
5/15/2020,1500 - 1600,11,23
5/16/2020,0600 - 0700,13,26
5/16/2020,0800 - 0900,7,19
5/16/2020,1400 - 1500,1,4
5/17/2020,0600 - 0700,5,14
5/17/2020,1000 - 1100,3,14
5/17/2020,1400 - 1500,10,15
5/18/2020,0600 - 0700,2,5
5/18/2020,0700 - 0800,33,57
5/18/2020,0800 - 0900,5,10
5/18/2020,1400 - 1500,6,18
5/19/2020,0600 - 0700,6,12
5/19/2020,0800 - 0900,6,16
5/19/2020,1500 - 1600,14,38
5/20/2020,0600 - 0700,7,16
5/20/2020,0800 - 0900,5,13
5/20/2020,1400 - 1500,13,34
5/21/2020,0600 - 0700,8,20
5/21/2020,0800 - 0900,10,28
5/21/2020,1400 - 1500,6,17
5/22/2020,0500 - 0600,13,28
5/22/2020,0600 - 0700,61,115
5/22/2020,0800 - 0900,13,24
5/22/2020,1400 - 1500,4,13
5/23/2020,0600 - 0700,13,20
5/23/2020,0800 - 0900,8,20
5/23/2020,1300 - 1400,9,23
5/24/2020,0600 - 0700,3,10
5/24/2020,0800 - 0900,1,10
5/24/2020,1400 - 1500,13,26
5/25/2020,0700 - 0800,12,18
5/25/2020,0800 - 0900,2,5
5/25/2020,1400 - 1500,10,18
5/26/2020,0600 - 0700,7,15
5/26/2020,0800 - 0900,10,23
5/26/2020,1500 - 1600,17,56
5/26/2020,2000 - 2100,23,64
5/27/2020,0600 - 0700,4,6
5/27/2020,0800 - 0900,7,15
5/27/2020,1400 - 1500,7,22
5/28/2020,0600 - 0700,7,18
5/28/2020,0800 - 0900,14,33
5/28/2020,1400 - 1500,6,16
5/29/2020,0600 - 0700,5,12
5/29/2020,0800 - 0900,11,27
5/29/2020,1400 - 1500,9,20
5/30/2020,0600 - 0700,3,11
5/30/2020,0900 - 1000,6,27
5/30/2020,1300 - 1400,7,15
5/31/2020,0700 - 0800,6,23
5/31/2020,0800 - 0900,4,13
5/31/2020,1400 - 1500,3,10
6/1/2020,0700 - 0800,7,17
6/1/2020,0800 - 0900,6,15
6/1/2020,0900 - 1000,16,24
6/1/2020,1400 - 1500,3,7
6/1/2020,1900 - 2000,18,68
6/2/2020,0600 - 0700,9,25
6/2/2020,0800 - 0900,6,14
6/2/2020,1500 - 1600,15,45
6/3/2020,0600 - 0700,25,38
6/3/2020,0800 - 0900,5,13
6/3/2020,1400 - 1500,7,19
6/4/2020,0600 - 0700,4,16
6/4/2020,0800 - 0900,9,23
6/4/2020,1000 - 1100,22,47
6/4/2020,1300 - 1400,8,16
6/4/2020,2000 - 2100,6,12
6/5/2020,0700 - 0800,5,17
6/5/2020,0800 - 0900,6,13
6/5/2020,1400 - 1500,8,20
6/5/2020,1500 - 1600,27,54
6/6/2020,0600 - 0700,3,11
6/6/2020,0800 - 0900,7,18
6/6/2020,1000 - 1100,13,28
6/6/2020,1600 - 1700,8,19
6/7/2020,0600 - 0700,1,5
6/7/2020,0800 - 0900,3,6
6/7/2020,1400 - 1500,7,25
6/7/2020,1500 - 1600,25,53
6/8/2020,0600 - 0700,14,29
6/8/2020,0800 - 0900,1,4
6/8/2020,0900 - 1000,13,24
6/8/2020,1400 - 1500,4,10
6/8/2020,1500 - 1600,19,32
6/8/2020,1600 - 1700,17,25
6/9/2020,0600 - 0700,10,43
6/9/2020,0800 - 0900,10,19
6/9/2020,1600 - 1700,11,22
6/9/2020,1700 - 1800,13,34
6/10/2020,0600 - 0700,11,24
6/10/2020,0700 - 0800,31,77
6/10/2020,0800 - 0900,8,17
6/10/2020,1400 - 1500,6,10
6/10/2020,1500 - 1600,9,18
6/10/2020,1600 - 1700,16,29
6/11/2020,0600 - 0700,8,17
6/11/2020,0900 - 1000,10,32
6/11/2020,1000 - 1100,12,25
6/11/2020,1400 - 1500,4,12
6/11/2020,1700 - 1800,9,12
6/11/2020,2000 - 2100,13,32
6/12/2020,0700 - 0800,5,13
6/12/2020,0800 - 0900,32,66
6/12/2020,0900 - 1000,8,20
6/12/2020,1400 - 1500,11,24
6/12/2020,1500 - 1600,16,34
6/12/2020,1700 - 1800,10,13
6/13/2020,0600 - 0700,5,19
6/13/2020,0800 - 0900,5,19
6/13/2020,1000 - 1100,9,25
6/13/2020,1600 - 1700,11,26
6/13/2020,1700 - 1800,2,12
6/14/2020,0600 - 0700,25,75
6/14/2020,0800 - 0900,2,11
6/14/2020,1400 - 1500,4,12
6/14/2020,1500 - 1600,18,33
6/14/2020,1600 - 1700,3,6
6/14/2020,1900 - 2000,27,93
6/15/2020,0600 - 0700,43,109
6/15/2020,0800 - 0900,4,7
6/15/2020,0900 - 1000,10,18
6/15/2020,1300 - 1400,9,17
6/15/2020,1500 - 1600,22,42
6/15/2020,1600 - 1700,2,10
6/16/2020,0600 - 0700,16,59
6/16/2020,0800 - 0900,8,22
6/16/2020,1500 - 1600,11,22
6/16/2020,1600 - 1700,14,24
6/17/2020,0600 - 0700,9,20
6/17/2020,0800 - 0900,28,76
6/17/2020,1400 - 1500,15,30
6/17/2020,1600 - 1700,16,28
6/18/2020,0600 - 0700,22,65
6/18/2020,0800 - 0900,6,15
6/18/2020,1000 - 1100,32,76
6/18/2020,1300 - 1400,11,25
6/18/2020,1500 - 1600,10,19
6/18/2020,1600 - 1700,8,10
6/19/2020,0700 - 0800,34,84
6/19/2020,0800 - 0900,9,19
6/19/2020,1300 - 1400,9,19
6/19/2020,1400 - 1500,6,15
6/19/2020,1500 - 1600,18,37
6/19/2020,1600 - 1700,13,20
6/19/2020,1900 - 2000,41,95
6/20/2020,0600 - 0700,19,59
6/20/2020,0800 - 0900,9,21
6/20/2020,0900 - 1000,17,31
6/20/2020,1500 - 1600,10,18
6/20/2020,1600 - 1700,11,23
6/21/2020,0600 - 0700,6,11
6/21/2020,0700 - 0800,33,73
6/21/2020,0800 - 0900,8,25
6/21/2020,1400 - 1500,8,23
6/21/2020,1500 - 1600,24,40
6/21/2020,1600 - 1700,7,10
6/21/2020,2100 - 2200,9,30
6/22/2020,0600 - 0700,10,19
6/22/2020,0800 - 0900,20,45
6/22/2020,0900 - 1000,13,26
6/22/2020,1400 - 1500,4,9
6/22/2020,1600 - 1700,18,44
6/23/2020,0600 - 0700,11,28
6/23/2020,0700 - 0800,40,75
6/23/2020,0800 - 0900,14,31
6/23/2020,1400 - 1500,12,27
6/23/2020,1600 - 1700,7,25
6/23/2020,1700 - 1800,4,11
6/23/2020,2200 - 2300,6,22
6/24/2020,0600 - 0700,9,16
6/24/2020,0700 - 0800,33,70
6/24/2020,0800 - 0900,0,0
6/24/2020,0900 - 1000,6,14
6/24/2020,1400 - 1500,8,18
6/24/2020,1500 - 1600,5,15
6/24/2020,1600 - 1700,14,18
6/24/2020,2000 - 2100,36,77
6/25/2020,0600 - 0700,35,90
6/25/2020,0800 - 0900,11,18
6/25/2020,1000 - 1100,13,29
6/25/2020,1400 - 1500,30,46
6/25/2020,1700 - 1800,20,29
6/25/2020,2000 - 2100,13,27
6/26/2020,0600 - 0700,9,17
6/26/2020,0700 - 0800,28,61
6/26/2020,0900 - 1000,4,13
6/26/2020,1400 - 1500,9,13
6/26/2020,1500 - 1600,17,33
6/26/2020,1600 - 1700,6,10
6/26/2020,1900 - 2000,30,71
6/26/2020,2200 - 2300,7,39
6/27/2020,0600 - 0700,41,94
6/27/2020,1000 - 1100,17,38
6/27/2020,1100 - 1200,5,12
6/27/2020,1400 - 1500,25,55
6/27/2020,1600 - 1700,7,13
6/27/2020,1700 - 1800,11,20
6/28/2020,0600 - 0700,8,15
6/28/2020,0700 - 0800,28,57
6/28/2020,0800 - 0900,5,8
6/28/2020,1400 - 1500,6,12
6/28/2020,1500 - 1600,21,42
6/28/2020,1600 - 1700,6,11
6/28/2020,2100 - 2200,6,20
6/29/2020,0600 - 0700,5,12
6/29/2020,0800 - 0900,2,6
6/29/2020,0900 - 1000,9,11
6/29/2020,1100 - 1200,27,49
6/29/2020,1400 - 1500,4,9
6/29/2020,1500 - 1600,21,35
6/29/2020,1600 - 1700,9,13
6/30/2020,0700 - 0800,21,60
6/30/2020,0900 - 1000,7,15
6/30/2020,1400 - 1500,32,55
6/30/2020,1600 - 1700,8,20
6/30/2020,1700 - 1800,14,28
6/30/2020,2200 - 2300,8,29
7/1/2020,0600 - 0700,27,82
7/1/2020,0900 - 1000,9,25
7/1/2020,1100 - 1200,7,17
7/1/2020,1400 - 1500,9,25
7/1/2020,1500 - 1600,3,13
7/1/2020,1700 - 1800,5,10
7/1/2020,2000 - 2100,22,77
7/2/2020,0600 - 0700,11,20
7/2/2020,0900 - 1000,5,12
7/2/2020,1000 - 1100,9,22
7/2/2020,1300 - 1400,11,17
7/2/2020,1400 - 1500,9,16
7/2/2020,1600 - 1700,8,27
7/2/2020,1700 - 1800,7,21
7/2/2020,2000 - 2100,4,10
7/3/2020,0600 - 0700,6,17
7/3/2020,0900 - 1000,9,17
7/3/2020,1400 - 1500,18,40
7/3/2020,1500 - 1600,18,37
7/3/2020,1700 - 1800,10,18
7/3/2020,2200 - 2300,12,34
7/3/2020,2300 - 0000,0,0
7/4/2020,0600 - 0700,26,76
7/4/2020,0900 - 1000,14,24
7/4/2020,1000 - 1100,17,28
7/4/2020,1200 - 1300,7,23
7/4/2020,1500 - 1600,7,18
7/4/2020,1600 - 1700,9,18
7/4/2020,1700 - 1800,7,13
7/4/2020,2000 - 2100,46,109
7/5/2020,0600 - 0700,8,21
7/5/2020,0700 - 0800,37,76
7/5/2020,0800 - 0900,9,15
7/5/2020,1400 - 1500,8,16
7/5/2020,1500 - 1600,17,32
7/5/2020,1600 - 1700,13,37
7/5/2020,2200 - 2300,5,15
7/6/2020,0600 - 0700,7,21
7/6/2020,0700 - 0800,33,77
7/6/2020,0900 - 1000,8,17
7/6/2020,1000 - 1100,10,17
7/6/2020,1400 - 1500,12,22
7/6/2020,1500 - 1600,16,34
7/6/2020,1600 - 1700,22,40
7/6/2020,1700 - 1800,18,34
7/7/2020,0700 - 0800,22,64
7/7/2020,0900 - 1000,10,22
