date,hour,Average Wait Time,Max WaitTime,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
1/10/2020,0700 - 0800,50,110,131,88,166,20,157,123,0,20,705,3,26
1/10/2020,0800 - 0900,38,107,552,329,393,302,163,181,0,58,1978,7,32
1/10/2020,0900 - 1000,38,85,49,171,46,2,112,0,0,14,394,2,30
1/10/2020,1000 - 1100,16,38,170,105,24,0,0,0,0,10,309,1,23
1/10/2020,1100 - 1200,31,91,248,150,201,86,87,4,0,24,800,3,21
1/10/2020,1200 - 1300,27,84,201,124,84,39,68,0,0,16,532,2,16
1/10/2020,1300 - 1400,31,63,52,135,112,69,5,0,0,11,384,2,16
1/10/2020,1400 - 1500,41,141,384,250,283,177,94,160,37,41,1426,6,21
1/10/2020,1500 - 1600,49,161,182,105,142,144,61,22,101,23,780,3,23
1/10/2020,1600 - 1700,51,117,155,88,120,126,133,157,0,24,803,3,21
1/10/2020,1700 - 1800,32,50,33,25,67,28,0,0,0,2,155,1,11
1/10/2020,1800 - 1900,25,72,314,254,150,96,47,0,0,27,888,3,21
1/10/2020,1900 - 2000,38,106,283,97,181,220,151,32,0,28,992,3,22
1/10/2020,2000 - 2100,27,82,313,157,206,30,100,0,0,20,826,3,24
1/11/2020,0000 - 0100,12,34,243,91,11,0,0,0,0,19,364,2,9
1/11/2020,0800 - 0900,43,113,47,97,40,30,47,38,0,10,309,1,15
1/11/2020,0900 - 1000,43,131,277,128,70,52,74,97,43,29,770,3,17
1/11/2020,1000 - 1100,48,130,141,152,22,12,63,93,37,17,537,2,19
1/11/2020,1100 - 1200,28,87,260,141,36,26,116,0,0,21,600,3,17
1/11/2020,1200 - 1300,26,75,195,69,12,62,49,0,0,13,400,2,15
1/11/2020,1300 - 1400,39,99,407,67,165,158,277,30,0,34,1138,4,17
1/11/2020,1400 - 1500,32,78,193,145,14,64,123,0,0,16,555,2,19
1/11/2020,1500 - 1600,26,71,252,178,42,108,39,0,0,17,636,2,18
1/11/2020,1600 - 1700,33,60,45,148,261,56,0,0,0,15,525,2,17
1/11/2020,1700 - 1800,15,30,116,96,0,0,0,0,0,7,219,1,17
1/11/2020,1800 - 1900,26,91,436,414,249,106,73,2,0,37,1317,4,17
1/11/2020,1900 - 2000,32,74,15,62,12,16,14,0,0,4,123,1,13
1/11/2020,2000 - 2100,10,35,325,79,11,0,0,0,0,23,438,2,10
1/11/2020,2100 - 2200,9,23,116,34,0,0,0,0,0,9,159,1,8
1/11/2020,2300 - 0000,18,33,44,68,7,0,0,0,0,2,121,1,7
1/11/2020,0500 - 0600,29,91,144,185,93,79,43,2,0,21,567,2,11
1/11/2020,0600 - 0700,29,96,253,70,132,33,74,13,0,24,599,2,12
1/11/2020,0700 - 0800,34,96,279,104,129,110,140,13,0,28,803,3,16
1/11/2020,0800 - 0900,44,147,476,317,225,228,257,84,139,49,1775,6,18
1/11/2020,0900 - 1000,44,121,46,57,183,12,2,50,3,16,369,2,15
1/11/2020,1000 - 1100,17,57,164,76,26,21,0,0,0,8,295,1,14
1/11/2020,1100 - 1200,60,192,277,217,126,99,197,88,194,39,1237,5,16
1/11/2020,1200 - 1300,52,168,154,108,59,46,40,0,113,18,538,2,21
1/11/2020,1300 - 1400,46,173,45,84,73,32,1,0,35,9,279,1,16
1/11/2020,1400 - 1500,37,127,409,256,346,171,95,145,5,43,1470,6,26
1/11/2020,1500 - 1600,41,137,68,73,88,41,33,15,17,11,346,1,29
1/11/2020,1600 - 1700,25,82,372,334,79,29,131,0,0,23,968,4,23
1/11/2020,1700 - 1800,15,29,278,270,0,0,0,0,0,13,561,2,18
1/11/2020,1800 - 1900,17,48,415,325,112,8,0,0,0,33,893,3,24
1/11/2020,1900 - 2000,14,45,570,289,116,0,0,0,0,49,1024,3,22
1/11/2020,2000 - 2100,9,21,328,60,0,0,0,0,0,17,405,2,20
1/11/2020,2100 - 2200,8,18,165,9,0,0,0,0,0,7,181,1,16
1/12/2020,0000 - 0100,13,26,83,30,0,0,0,0,0,4,117,1,7
1/12/2020,0900 - 1000,23,64,283,75,64,81,22,0,0,19,544,2,17
1/12/2020,1000 - 1100,27,76,153,154,77,49,37,0,0,14,484,2,14
1/12/2020,1100 - 1200,20,53,195,164,84,12,0,0,0,13,468,2,14
1/12/2020,1200 - 1300,36,108,247,367,169,236,168,36,0,35,1258,5,14
1/12/2020,1300 - 1400,29,79,191,153,68,46,70,0,0,13,541,2,16
1/12/2020,1400 - 1500,29,79,257,135,102,57,92,0,0,17,660,2,16
1/12/2020,1500 - 1600,36,78,101,55,19,7,91,0,0,7,280,1,19
1/12/2020,1700 - 1800,26,74,343,249,104,97,76,0,0,28,897,3,19
1/12/2020,1800 - 1900,46,120,446,372,154,180,350,262,0,49,1813,7,22
1/12/2020,2000 - 2100,16,36,156,82,29,0,0,0,0,7,274,1,21
1/12/2020,2200 - 2300,8,21,253,34,0,0,0,0,0,16,303,2,8
1/12/2020,2300 - 0000,5,14,114,0,0,0,0,0,0,6,120,1,8
1/12/2020,0500 - 0600,34,106,108,122,153,64,42,16,0,15,520,2,12
1/12/2020,0600 - 0700,54,199,431,215,198,165,125,38,249,52,1473,5,20
1/12/2020,0700 - 0800,53,174,99,77,144,89,5,2,83,12,511,2,16
1/12/2020,0800 - 0900,63,182,161,88,202,76,63,5,187,22,804,3,20
1/12/2020,0900 - 1000,59,182,124,82,181,134,109,1,154,25,810,3,18
1/12/2020,1000 - 1100,51,140,148,78,120,2,0,32,109,19,508,2,17
1/12/2020,1100 - 1200,40,128,297,153,129,17,33,127,32,23,811,3,19
1/12/2020,1200 - 1300,36,105,139,31,0,4,65,27,0,8,274,1,18
1/12/2020,1300 - 1400,36,144,485,219,7,2,37,75,117,36,978,4,21
1/12/2020,1400 - 1500,39,120,378,465,94,123,98,256,0,44,1458,6,26
1/12/2020,1500 - 1600,30,96,185,114,65,51,53,18,0,16,502,2,27
1/12/2020,1600 - 1700,14,37,280,112,37,0,0,0,0,11,440,2,28
1/12/2020,1700 - 1800,28,78,356,237,193,135,104,0,0,28,1053,4,24
1/12/2020,1800 - 1900,14,30,190,194,0,0,0,0,0,10,394,2,20
1/12/2020,1900 - 2000,14,43,462,174,110,0,0,0,0,34,780,2,21
1/12/2020,2000 - 2100,23,55,384,478,235,99,0,0,0,30,1226,5,22
1/13/2020,0000 - 0100,8,18,91,20,0,0,0,0,0,3,114,1,8
1/13/2020,0800 - 0900,42,104,84,148,62,65,101,40,0,14,514,2,15
1/13/2020,1000 - 1100,13,32,121,55,5,0,0,0,0,6,187,1,10
1/13/2020,1100 - 1200,9,25,296,69,0,0,0,0,0,17,382,2,18
1/13/2020,1200 - 1300,22,57,232,281,105,46,0,0,0,20,684,3,19
1/13/2020,1300 - 1400,17,51,382,199,122,38,0,0,0,22,763,3,19
1/13/2020,1400 - 1500,31,92,482,159,99,82,210,8,0,35,1075,3,19
1/13/2020,1700 - 1800,23,67,279,175,100,67,18,0,0,28,667,2,19
1/13/2020,1800 - 1900,33,101,435,285,174,117,170,61,0,40,1282,5,19
1/13/2020,1900 - 2000,38,102,85,215,177,45,84,36,0,27,669,2,17
1/13/2020,2000 - 2100,23,61,228,67,41,92,4,0,0,14,446,2,19
1/13/2020,2100 - 2200,8,20,139,13,0,0,0,0,0,5,157,1,7
1/13/2020,2300 - 0000,6,16,117,2,0,0,0,0,0,6,125,1,8
1/13/2020,0500 - 0600,29,120,251,215,130,49,44,42,0,30,761,3,12
1/13/2020,0600 - 0700,46,172,311,210,229,192,15,71,147,44,1219,4,23
1/13/2020,0700 - 0800,62,174,173,168,213,77,19,11,258,31,950,4,22
1/13/2020,0800 - 0900,55,163,208,426,54,49,176,26,249,36,1224,4,23
1/13/2020,0900 - 1000,58,168,58,68,31,105,34,2,69,18,385,2,20
1/13/2020,1000 - 1100,38,137,171,156,16,15,17,77,19,14,485,2,22
1/13/2020,1100 - 1200,45,136,217,194,107,4,17,113,72,19,743,3,18
1/13/2020,1200 - 1300,62,177,185,149,53,18,9,14,208,18,654,3,24
1/13/2020,1300 - 1400,67,172,76,142,160,54,8,12,206,20,678,3,30
1/13/2020,1400 - 1500,45,142,142,173,129,3,7,61,66,16,597,4,25
1/13/2020,1500 - 1600,23,94,280,268,31,43,42,9,0,20,693,3,31
1/13/2020,1600 - 1700,21,59,174,199,26,52,0,0,0,14,465,2,29
1/13/2020,1700 - 1800,15,61,623,315,73,24,1,0,0,31,1067,4,28
1/13/2020,1800 - 1900,34,86,166,125,105,112,81,0,0,18,607,2,19
1/13/2020,1900 - 2000,24,72,292,236,64,65,73,0,0,32,762,2,20
1/13/2020,2000 - 2100,17,57,248,92,20,47,0,0,0,18,425,2,21
1/14/2020,0000 - 0100,11,29,288,70,0,0,0,0,0,12,370,2,8
1/14/2020,0800 - 0900,54,150,114,58,120,82,112,59,55,25,625,2,15
1/14/2020,0900 - 1000,60,155,126,76,52,36,21,13,126,12,462,2,16
1/14/2020,1000 - 1100,50,140,165,138,8,22,70,68,58,12,541,2,19
1/14/2020,1100 - 1200,27,78,178,56,58,46,37,0,0,11,386,2,15
1/14/2020,1200 - 1300,43,98,176,134,52,59,161,49,0,14,645,3,21
1/14/2020,1300 - 1400,44,127,313,349,134,80,130,212,33,33,1284,4,23
1/14/2020,1400 - 1500,32,111,107,25,7,6,40,12,0,6,203,1,17
1/14/2020,1500 - 1600,24,61,244,143,109,83,4,0,0,18,601,2,21
1/14/2020,1700 - 1800,11,33,275,68,9,0,0,0,0,10,362,1,11
1/14/2020,1800 - 1900,22,84,350,198,54,57,43,0,0,22,724,3,8
1/14/2020,2000 - 2100,14,63,298,126,22,13,2,0,0,15,476,2,6
1/14/2020,2100 - 2200,19,58,81,42,14,14,0,0,0,4,155,1,6
1/14/2020,2200 - 2300,6,18,106,4,0,0,0,0,0,7,117,1,7
1/14/2020,0500 - 0600,43,86,0,7,130,45,24,0,0,7,213,1,13
1/14/2020,0600 - 0700,31,104,444,284,185,92,139,52,0,40,1236,4,19
1/14/2020,0700 - 0800,32,83,144,182,46,9,128,0,0,13,522,2,20
1/14/2020,0800 - 0900,39,125,304,150,153,42,116,118,8,28,919,4,23
1/14/2020,0900 - 1000,30,109,295,314,81,19,149,25,0,34,917,3,23
1/14/2020,1000 - 1100,19,73,310,61,28,12,56,0,0,12,479,2,19
1/14/2020,1100 - 1200,26,83,247,237,114,33,78,0,0,20,729,3,19
1/14/2020,1200 - 1300,18,47,293,216,81,10,0,0,0,18,618,3,17
1/14/2020,1300 - 1400,15,52,189,95,15,10,0,0,0,10,319,2,16
1/14/2020,1400 - 1500,26,71,268,239,146,113,40,0,0,23,829,3,18
1/14/2020,1500 - 1600,23,72,119,156,73,14,13,0,0,13,388,2,15
1/14/2020,1600 - 1700,30,65,201,202,155,168,26,0,0,20,772,3,18
1/14/2020,1800 - 1900,17,46,395,339,105,4,0,0,0,21,864,3,18
1/14/2020,1900 - 2000,25,85,252,146,103,31,58,0,0,18,608,2,15
1/14/2020,2000 - 2100,27,92,420,195,30,39,162,5,0,27,878,4,17
1/15/2020,0000 - 0100,19,30,27,89,0,0,0,0,0,4,120,1,7
1/15/2020,0800 - 0900,37,96,0,155,134,23,23,16,0,10,361,1,16
1/15/2020,0900 - 1000,61,149,37,256,120,87,121,109,126,26,882,3,17
1/15/2020,1000 - 1100,20,83,218,27,7,35,31,0,0,17,335,2,12
1/15/2020,1100 - 1200,34,100,167,19,7,2,77,20,0,10,302,2,15
1/15/2020,1200 - 1300,33,105,222,140,26,26,50,62,0,15,541,2,23
1/15/2020,1300 - 1400,30,93,390,239,97,40,209,3,0,31,1009,4,22
1/15/2020,1500 - 1600,22,54,303,174,183,64,0,0,0,28,752,2,23
1/15/2020,1700 - 1800,12,27,233,122,0,0,0,0,0,18,373,1,19
1/15/2020,1800 - 1900,42,135,329,430,157,79,179,144,56,43,1417,6,21
1/15/2020,1900 - 2000,30,96,120,141,32,3,24,32,0,11,363,2,20
1/15/2020,2100 - 2200,19,70,396,221,91,56,15,0,0,33,812,3,10
1/15/2020,2200 - 2300,11,32,84,34,3,0,0,0,0,6,127,1,11
1/15/2020,2300 - 0000,8,23,73,19,0,0,0,0,0,4,96,1,7
1/15/2020,0500 - 0600,43,124,106,83,148,110,90,42,2,19,600,2,20
1/15/2020,0600 - 0700,47,172,288,139,238,91,150,50,113,46,1115,4,22
1/15/2020,0700 - 0800,47,134,164,81,83,49,4,49,67,15,512,2,21
1/15/2020,0800 - 0900,39,135,322,446,181,94,6,120,87,40,1296,5,23
1/15/2020,0900 - 1000,52,154,104,166,194,108,28,119,64,23,806,3,20
1/15/2020,1100 - 1200,34,101,298,233,157,36,155,57,0,34,970,4,17
1/15/2020,1200 - 1300,22,50,101,65,76,13,0,0,0,7,262,1,15
1/15/2020,1300 - 1400,34,129,342,157,186,115,67,63,19,36,985,5,23
1/15/2020,1400 - 1500,34,102,193,209,109,6,78,62,0,21,678,3,21
1/15/2020,1500 - 1600,24,91,162,116,2,8,46,2,0,8,344,2,22
1/15/2020,1600 - 1700,24,79,349,258,114,96,40,0,0,34,891,4,20
1/15/2020,1800 - 1900,11,40,378,133,23,0,0,0,0,17,551,2,18
1/15/2020,1900 - 2000,28,68,307,291,224,178,41,0,0,37,1078,3,19
1/15/2020,2000 - 2100,10,26,351,53,0,0,0,0,0,11,415,2,18
1/16/2020,0900 - 1000,43,141,159,87,58,74,56,46,28,16,524,2,17
1/16/2020,1000 - 1100,60,175,329,121,94,137,110,67,236,41,1135,4,22
1/16/2020,1100 - 1200,37,142,62,15,1,22,20,0,13,8,141,1,12
1/16/2020,1200 - 1300,34,112,268,95,25,50,88,46,0,16,588,3,21
1/16/2020,1300 - 1400,31,78,160,138,95,50,81,0,0,18,542,2,21
1/16/2020,1400 - 1500,27,81,330,63,82,100,94,0,0,24,693,3,20
1/16/2020,1500 - 1600,22,65,368,122,124,88,19,0,0,34,755,2,23
1/16/2020,1600 - 1700,22,50,107,44,66,14,0,0,0,8,239,1,22
1/16/2020,1700 - 1800,21,50,155,307,61,16,0,0,0,15,554,2,18
1/16/2020,1800 - 1900,32,123,241,402,152,51,99,45,4,31,1025,4,18
1/16/2020,1900 - 2000,41,98,20,110,248,26,62,16,0,16,498,2,16
1/16/2020,2100 - 2200,19,100,343,129,44,21,36,4,0,21,598,3,8
1/16/2020,2300 - 0000,9,25,105,20,0,0,0,0,0,6,131,1,7
1/16/2020,0500 - 0600,38,104,134,178,84,124,110,27,0,20,677,3,16
1/16/2020,0600 - 0700,40,130,273,150,311,167,113,95,8,43,1160,4,21
1/16/2020,0700 - 0800,24,88,112,84,0,14,36,0,0,7,253,1,16
1/16/2020,0800 - 0900,41,136,475,486,205,22,45,229,99,48,1609,6,22
1/16/2020,0900 - 1000,44,127,88,107,107,33,29,64,16,14,458,2,20
1/16/2020,1000 - 1100,30,111,228,124,28,27,59,33,0,22,521,2,18
1/16/2020,1100 - 1200,31,108,233,247,84,40,115,25,0,24,768,4,18
1/16/2020,1200 - 1300,20,61,125,86,22,33,2,0,0,8,276,1,15
1/16/2020,1300 - 1400,18,54,217,170,76,7,0,0,0,10,480,3,17
1/16/2020,1400 - 1500,14,47,314,86,65,7,0,0,0,15,487,2,16
1/16/2020,1500 - 1600,21,51,249,231,151,23,0,0,0,19,673,3,20
1/16/2020,1600 - 1700,23,99,521,335,120,55,92,15,0,34,1172,6,18
1/16/2020,1700 - 1800,10,19,126,18,0,0,0,0,0,3,147,1,11
1/16/2020,1800 - 1900,25,114,362,223,167,37,60,17,0,29,895,3,18
1/16/2020,1900 - 2000,32,90,200,176,155,56,114,0,0,23,724,3,18
1/16/2020,2000 - 2100,9,28,199,45,0,0,0,0,0,8,252,1,11
1/16/2020,2100 - 2200,10,19,130,17,0,0,0,0,0,4,151,1,14
1/17/2020,0000 - 0100,13,31,79,43,3,0,0,0,0,7,132,1,8
1/17/2020,0800 - 0900,30,73,80,79,49,40,29,0,0,7,284,1,13
1/17/2020,0900 - 1000,52,109,99,114,18,74,166,83,0,12,566,2,17
1/17/2020,1000 - 1100,22,62,59,92,9,12,4,0,0,5,181,1,10
1/17/2020,1100 - 1200,48,187,279,196,92,73,101,65,103,27,936,4,16
1/17/2020,1200 - 1300,61,180,150,63,49,44,30,27,101,15,479,2,17
1/17/2020,1300 - 1400,62,174,351,126,63,29,31,41,286,30,957,3,20
1/17/2020,1400 - 1500,60,163,56,89,52,17,9,22,83,7,335,2,18
1/17/2020,1500 - 1600,53,119,86,62,1,2,35,85,0,8,279,1,22
1/17/2020,1700 - 1800,28,101,340,327,161,55,94,20,0,31,1028,3,17
1/17/2020,1800 - 1900,32,99,296,252,72,21,117,55,0,26,839,4,17
1/17/2020,1900 - 2000,36,87,218,107,79,19,186,0,0,19,628,3,16
1/17/2020,2100 - 2200,17,56,254,120,42,26,0,0,0,11,453,2,9
1/17/2020,2200 - 2300,10,25,97,39,0,0,0,0,0,7,143,1,8
1/17/2020,2300 - 0000,11,29,102,30,0,0,0,0,0,5,137,1,7
1/17/2020,0500 - 0600,28,104,169,197,65,54,49,10,0,24,568,2,15
1/17/2020,0600 - 0700,45,132,248,108,91,152,175,91,27,36,928,3,20
1/17/2020,0700 - 0800,48,142,175,153,123,38,22,102,75,19,707,3,24
1/17/2020,0800 - 0900,41,148,465,216,184,113,14,133,98,39,1262,5,20
1/17/2020,0900 - 1000,27,114,355,276,73,3,62,67,0,30,866,3,18
1/17/2020,1000 - 1100,14,69,359,110,22,22,15,0,0,18,546,3,17
1/17/2020,1100 - 1200,37,97,148,169,63,42,136,21,0,18,597,2,18
1/17/2020,1200 - 1300,15,62,346,69,30,41,4,0,0,15,505,3,15
1/17/2020,1300 - 1400,19,64,199,107,50,20,7,0,0,13,396,2,15
1/17/2020,1400 - 1500,44,180,320,161,158,78,50,17,128,36,948,4,14
1/17/2020,1500 - 1600,34,171,244,69,88,29,6,0,54,14,504,3,16
1/17/2020,1600 - 1700,45,131,289,75,125,239,29,126,44,31,958,4,19
1/17/2020,1700 - 1800,23,33,29,76,33,0,0,0,0,4,142,1,11
1/17/2020,1800 - 1900,26,94,395,232,142,57,96,8,0,29,959,3,20
1/17/2020,1900 - 2000,27,84,282,204,105,21,109,0,0,21,742,3,18
1/17/2020,2000 - 2100,26,58,104,153,52,72,0,0,0,13,394,2,19
1/17/2020,2100 - 2200,15,39,373,210,55,0,0,0,0,17,655,2,19
1/18/2020,0900 - 1000,52,180,328,115,62,133,178,106,107,43,1072,4,18
1/18/2020,1000 - 1100,81,200,106,50,67,54,42,27,155,15,516,2,21
1/18/2020,1100 - 1200,46,126,107,87,25,37,22,64,15,9,366,2,19
1/18/2020,1200 - 1300,53,131,246,61,39,67,42,140,67,21,683,3,22
1/18/2020,1300 - 1400,43,104,180,90,62,6,81,109,0,16,544,2,23
1/18/2020,1400 - 1500,71,131,6,83,87,9,102,127,47,16,477,2,23
1/18/2020,1500 - 1600,27,82,230,95,32,68,67,0,0,14,506,2,20
1/18/2020,1600 - 1700,20,64,201,96,37,31,16,0,0,10,391,2,20
1/18/2020,1700 - 1800,14,25,84,69,0,0,0,0,0,5,158,1,14
1/18/2020,1800 - 1900,32,90,202,356,214,125,114,0,0,31,1042,4,16
1/18/2020,1900 - 2000,30,70,149,39,54,68,37,0,0,11,358,1,17
1/18/2020,2000 - 2100,13,36,286,105,31,0,0,0,0,19,441,2,15
1/18/2020,2200 - 2300,10,34,374,103,8,0,0,0,0,26,511,3,14
1/18/2020,2300 - 0000,11,35,217,53,21,0,0,0,0,16,307,1,11
1/18/2020,0600 - 0700,16,63,651,286,65,83,9,0,0,38,1132,4,14
1/18/2020,0700 - 0800,14,31,131,108,6,0,0,0,0,5,250,1,16
1/18/2020,0800 - 0900,38,125,495,444,305,296,153,159,9,55,1916,8,20
1/18/2020,0900 - 1000,24,81,255,211,7,7,105,0,0,25,610,2,19
1/18/2020,1000 - 1100,30,76,199,161,15,74,96,0,0,17,562,2,20
1/18/2020,1100 - 1200,27,105,319,172,72,78,41,39,0,20,741,3,18
1/18/2020,1200 - 1300,30,102,246,112,126,21,66,37,0,18,626,3,19
1/18/2020,1300 - 1400,28,71,160,102,49,38,59,0,0,12,420,2,19
1/18/2020,1400 - 1500,33,111,418,189,313,127,69,98,0,39,1253,5,19
1/18/2020,1500 - 1600,35,132,195,53,123,9,45,41,12,21,499,2,18
1/18/2020,1600 - 1700,32,100,380,166,332,47,124,24,0,28,1101,5,18
1/18/2020,1800 - 1900,26,109,364,228,124,57,77,18,0,29,897,3,18
1/18/2020,1900 - 2000,28,89,249,264,63,0,122,0,0,15,713,3,20
1/18/2020,2000 - 2100,20,59,154,24,6,59,0,0,0,4,247,1,19
1/18/2020,2100 - 2200,12,25,122,50,0,0,0,0,0,5,177,1,13
1/18/2020,2200 - 2300,3,6,12,0,0,0,0,0,0,2,14,1,0
1/18/2020,2300 - 0000,2,5,12,0,0,0,0,0,0,2,14,1,0
1/19/2020,0000 - 0100,11,32,104,35,5,0,0,0,0,8,152,1,7
1/19/2020,0800 - 0900,50,79,0,5,150,81,97,0,0,8,341,1,16
1/19/2020,0900 - 1000,25,52,87,66,83,20,0,0,0,6,262,1,17
1/19/2020,1000 - 1100,12,29,121,52,0,0,0,0,0,5,178,1,16
1/19/2020,1100 - 1200,33,88,216,102,69,69,116,0,0,23,595,3,18
1/19/2020,1200 - 1300,53,153,219,165,75,32,75,88,123,23,800,3,17
1/19/2020,1300 - 1400,48,149,304,56,105,36,31,33,129,22,716,3,17
1/19/2020,1400 - 1500,69,168,129,199,61,15,56,11,236,19,726,2,23
1/19/2020,1500 - 1600,44,130,189,128,27,25,24,78,46,15,532,3,21
1/19/2020,1700 - 1800,38,143,443,205,119,185,163,47,50,37,1249,4,20
1/19/2020,1800 - 1900,47,149,431,246,197,112,80,157,154,41,1418,5,20
1/19/2020,1900 - 2000,33,131,54,212,21,35,13,5,23,10,373,1,13
1/19/2020,2000 - 2100,21,66,133,79,42,22,7,0,0,9,292,1,15
1/19/2020,2200 - 2300,8,26,229,31,0,0,0,0,0,15,275,2,6
1/19/2020,0500 - 0600,33,54,0,71,130,9,0,0,0,5,215,1,13
1/19/2020,0600 - 0700,25,103,567,378,230,52,107,31,0,50,1415,5,17
1/19/2020,0700 - 0800,35,99,150,67,3,1,89,18,0,12,340,2,15
1/19/2020,0800 - 0900,44,152,340,320,101,162,82,128,86,37,1256,5,18
1/19/2020,0900 - 1000,48,157,181,180,105,56,3,17,137,25,704,3,20
1/19/2020,1000 - 1100,49,164,278,227,69,0,2,3,203,24,806,3,18
1/19/2020,1100 - 1200,74,198,252,165,88,31,48,43,324,28,979,4,18
1/19/2020,1200 - 1300,91,191,62,25,13,12,40,5,107,8,272,1,25
1/19/2020,1300 - 1400,50,150,144,68,88,6,1,2,104,14,427,2,18
1/19/2020,1400 - 1500,38,133,121,93,134,54,55,11,21,18,507,2,23
1/19/2020,1500 - 1600,39,125,306,135,223,97,122,88,11,29,1011,5,24
1/19/2020,1600 - 1700,34,84,224,203,276,14,175,0,0,23,915,4,23
1/19/2020,1700 - 1800,21,36,54,69,25,0,0,0,0,5,153,1,9
1/19/2020,1800 - 1900,16,43,508,379,121,0,0,0,0,33,1041,4,19
1/19/2020,1900 - 2000,23,62,327,338,204,79,6,0,0,27,981,4,18
1/19/2020,2000 - 2100,29,79,189,342,97,73,102,0,0,26,829,3,18
1/20/2020,0000 - 0100,12,24,106,41,0,0,0,0,0,3,150,1,6
1/20/2020,0800 - 0900,41,98,50,101,64,27,55,29,0,8,334,1,13
1/20/2020,0900 - 1000,53,122,160,104,28,31,49,189,2,18,581,2,16
1/20/2020,1000 - 1100,15,66,127,34,4,0,12,0,0,6,183,1,8
1/20/2020,1100 - 1200,22,61,187,72,67,38,4,0,0,9,377,2,19
1/20/2020,1200 - 1300,16,39,238,165,42,0,0,0,0,14,459,2,19
1/20/2020,1300 - 1400,26,74,245,273,108,57,62,0,0,25,770,3,20
1/20/2020,1400 - 1500,27,86,323,121,59,101,107,0,0,33,744,3,20
1/20/2020,1500 - 1600,26,49,67,93,91,21,0,0,0,7,279,1,17
1/20/2020,1700 - 1800,25,63,233,161,99,102,11,0,0,26,632,2,19
1/20/2020,1800 - 1900,32,114,484,294,200,170,95,93,0,43,1379,5,19
1/20/2020,1900 - 2000,24,81,237,21,3,52,56,0,0,12,381,2,13
1/20/2020,2000 - 2100,14,48,187,48,36,8,0,0,0,15,294,1,6
1/20/2020,2200 - 2300,5,14,266,0,0,0,0,0,0,14,280,2,7
1/20/2020,0500 - 0600,25,89,118,112,33,17,27,0,0,9,316,1,17
1/20/2020,0600 - 0700,41,114,345,301,275,314,232,113,0,55,1635,6,27
1/20/2020,0700 - 0800,37,115,317,266,22,21,191,86,0,27,930,4,26
1/20/2020,0800 - 0900,39,121,474,326,160,105,131,246,2,46,1490,6,25
1/20/2020,0900 - 1000,59,115,16,43,22,73,18,70,0,14,256,1,23
1/20/2020,1000 - 1100,25,82,394,126,23,87,97,0,0,23,750,3,23
1/20/2020,1100 - 1200,12,31,123,74,3,0,0,0,0,5,205,1,14
1/20/2020,1200 - 1300,28,77,256,186,78,94,92,0,0,20,726,3,23
1/20/2020,1300 - 1400,11,33,204,66,6,0,0,0,0,9,285,2,20
1/20/2020,1400 - 1500,30,94,490,229,168,203,158,5,0,39,1292,5,21
1/20/2020,1500 - 1600,24,67,225,86,64,86,29,0,0,13,503,2,20
1/20/2020,1600 - 1700,14,37,289,189,9,0,0,0,0,16,503,3,20
1/20/2020,1700 - 1800,28,134,561,356,79,60,102,91,1,40,1290,5,20
1/20/2020,1800 - 1900,51,151,137,75,157,103,8,31,93,25,629,2,21
1/20/2020,1900 - 2000,36,102,202,173,145,17,104,54,0,22,717,2,22
1/20/2020,2000 - 2100,27,74,137,236,8,30,77,0,0,9,497,2,22
1/20/2020,2100 - 2200,15,27,78,92,0,0,0,0,0,6,176,1,5
1/21/2020,0000 - 0100,13,26,94,47,0,0,0,0,0,4,145,1,7
1/21/2020,0800 - 0900,59,145,18,98,114,63,79,76,37,13,498,2,15
1/21/2020,0900 - 1000,88,200,136,99,67,90,74,85,335,28,914,3,18
1/21/2020,1100 - 1200,47,139,174,225,30,47,84,85,58,26,729,3,19
1/21/2020,1200 - 1300,33,97,234,100,15,34,124,9,0,15,531,3,18
1/21/2020,1300 - 1400,60,135,48,112,156,64,145,172,16,22,735,2,21
1/21/2020,1400 - 1500,42,112,271,115,127,51,118,129,0,17,828,3,21
1/21/2020,1500 - 1600,28,77,108,42,8,0,58,0,0,6,222,1,18
1/21/2020,1600 - 1700,19,53,340,183,105,37,0,0,0,18,683,2,17
1/21/2020,1800 - 1900,29,104,413,276,104,64,131,33,0,40,1061,4,18
1/21/2020,1900 - 2000,27,60,38,49,12,32,0,0,0,5,136,1,9
1/21/2020,2000 - 2100,14,54,338,49,34,26,0,0,0,19,466,2,8
1/21/2020,2100 - 2200,6,19,141,6,0,0,0,0,0,8,155,1,8
1/21/2020,2300 - 0000,7,21,102,12,0,0,0,0,0,4,118,1,8
1/21/2020,0500 - 0600,30,72,93,254,139,70,44,0,0,20,620,2,12
1/21/2020,0600 - 0700,37,111,186,74,96,64,53,55,0,17,545,2,13
1/21/2020,0700 - 0800,43,132,239,125,145,44,25,132,33,23,766,3,18
1/21/2020,0800 - 0900,55,193,373,129,194,110,217,25,219,40,1307,5,18
1/21/2020,0900 - 1000,84,193,38,30,43,79,57,5,109,15,376,2,15
1/21/2020,1000 - 1100,75,201,101,31,83,39,0,0,126,13,393,2,15
1/21/2020,1100 - 1200,53,163,149,150,64,16,10,13,127,17,546,2,18
1/21/2020,1200 - 1300,43,183,188,108,4,0,1,11,74,11,397,2,15
