date,hour,Average Wait Time,Max Wait Time,time
1/13/2020,1400 - 1500,18,44,2462
1/13/2020,1500 - 1600,16,89,2463
1/13/2020,1600 - 1700,18,38,2464
1/13/2020,1700 - 1800,9,32,2465
1/13/2020,1800 - 1900,29,78,2466
1/13/2020,1900 - 2000,18,70,2467
1/13/2020,2000 - 2100,11,39,2468
1/14/2020,0000 - 0100,10,24,2472
1/14/2020,0800 - 0900,22,114,2480
1/14/2020,0900 - 1000,16,136,2481
1/14/2020,1000 - 1100,21,122,2482
1/14/2020,1100 - 1200,13,36,2483
1/14/2020,1200 - 1300,17,90,2484
1/14/2020,1300 - 1400,21,125,2485
1/14/2020,1400 - 1500,13,68,2486
1/14/2020,1500 - 1600,13,60,2487
1/14/2020,1700 - 1800,9,30,2489
1/14/2020,1800 - 1900,14,66,2490
1/14/2020,2000 - 2100,10,41,2492
1/14/2020,2100 - 2200,13,45,2493
1/14/2020,2200 - 2300,4,13,2494
1/14/2020,0500 - 0600,45,67,2477
1/14/2020,0600 - 0700,22,102,2478
1/14/2020,0700 - 0800,23,78,2479
1/14/2020,0800 - 0900,23,125,2480
1/14/2020,0900 - 1000,17,52,2481
1/14/2020,1000 - 1100,10,54,2482
1/14/2020,1100 - 1200,17,74,2483
1/14/2020,1200 - 1300,15,46,2484
1/14/2020,1300 - 1400,11,50,2485
1/14/2020,1400 - 1500,21,50,2486
1/14/2020,1500 - 1600,20,37,2487
1/14/2020,1600 - 1700,25,55,2488
1/14/2020,1800 - 1900,15,45,2490
1/14/2020,1900 - 2000,15,82,2491
1/14/2020,2000 - 2100,13,83,2492
1/15/2020,0000 - 0100,18,30,2496
1/15/2020,0800 - 0900,34,96,2504
1/15/2020,0900 - 1000,31,121,2505
1/15/2020,1000 - 1100,11,73,2506
1/15/2020,1100 - 1200,9,91,2507
1/15/2020,1200 - 1300,15,66,2508
1/15/2020,1300 - 1400,12,78,2509
1/15/2020,1500 - 1600,14,54,2511
1/15/2020,1700 - 1800,11,27,2513
1/15/2020,1800 - 1900,21,122,2514
1/15/2020,1900 - 2000,17,35,2515
1/15/2020,2100 - 2200,14,59,2517
1/15/2020,2200 - 2300,8,32,2518
1/15/2020,2300 - 0000,7,23,2519
1/15/2020,0500 - 0600,37,105,2501
1/15/2020,0600 - 0700,32,172,2502
1/15/2020,0700 - 0800,28,133,2503
1/15/2020,0800 - 0900,23,128,2504
1/15/2020,0900 - 1000,21,69,2505
1/15/2020,1100 - 1200,22,94,2507
1/15/2020,1200 - 1300,18,43,2508
1/15/2020,1300 - 1400,24,113,2509
1/15/2020,1400 - 1500,21,47,2510
1/15/2020,1500 - 1600,15,45,2511
1/15/2020,1600 - 1700,17,75,2512
1/15/2020,1800 - 1900,5,24,2514
1/15/2020,1900 - 2000,25,61,2515
1/15/2020,2000 - 2100,9,26,2516
1/16/2020,0900 - 1000,12,55,2529
1/16/2020,1000 - 1100,19,170,2530
1/16/2020,1100 - 1200,18,87,2531
1/16/2020,1200 - 1300,12,56,2532
1/16/2020,1300 - 1400,17,53,2533
1/16/2020,1400 - 1500,9,69,2534
1/16/2020,1500 - 1600,11,60,2535
1/16/2020,1600 - 1700,11,35,2536
1/16/2020,1700 - 1800,21,50,2537
1/16/2020,1800 - 1900,19,60,2538
1/16/2020,1900 - 2000,34,87,2539
1/16/2020,2100 - 2200,10,64,2541
1/16/2020,2300 - 0000,7,23,2543
1/16/2020,0500 - 0600,35,103,2525
1/16/2020,0600 - 0700,30,100,2526
1/16/2020,0700 - 0800,12,77,2527
1/16/2020,0800 - 0900,20,121,2528
1/16/2020,0900 - 1000,21,44,2529
1/16/2020,1000 - 1100,16,52,2530
1/16/2020,1100 - 1200,17,72,2531
1/16/2020,1200 - 1300,11,31,2532
1/16/2020,1300 - 1400,16,51,2533
1/16/2020,1400 - 1500,9,41,2534
1/16/2020,1500 - 1600,20,44,2535
1/16/2020,1600 - 1700,16,49,2536
1/16/2020,1700 - 1800,10,19,2537
1/16/2020,1800 - 1900,19,61,2538
1/16/2020,1900 - 2000,26,76,2539
1/16/2020,2000 - 2100,7,22,2540
1/16/2020,2100 - 2200,9,19,2541
1/17/2020,0000 - 0100,10,30,2544
1/17/2020,0800 - 0900,15,71,2552
1/17/2020,0900 - 1000,18,97,2553
1/17/2020,1000 - 1100,17,35,2554
1/17/2020,1100 - 1200,16,165,2555
1/17/2020,1200 - 1300,14,125,2556
1/17/2020,1300 - 1400,21,174,2557
1/17/2020,1400 - 1500,19,146,2558
1/17/2020,1500 - 1600,17,100,2559
1/17/2020,1700 - 1800,17,98,2561
1/17/2020,1800 - 1900,17,94,2562
1/17/2020,1900 - 2000,18,79,2563
1/17/2020,2100 - 2200,11,39,2565
1/17/2020,2200 - 2300,8,24,2566
1/17/2020,2300 - 0000,9,26,2567
1/17/2020,0500 - 0600,26,83,2549
1/17/2020,0600 - 0700,34,103,2550
1/17/2020,0700 - 0800,25,135,2551
1/17/2020,0800 - 0900,25,140,2552
1/17/2020,0900 - 1000,16,111,2553
1/17/2020,1000 - 1100,10,47,2554
1/17/2020,1100 - 1200,24,48,2555
1/17/2020,1200 - 1300,7,26,2556
1/17/2020,1300 - 1400,12,63,2557
1/17/2020,1400 - 1500,27,70,2558
1/17/2020,1500 - 1600,19,71,2559
1/17/2020,1600 - 1700,33,64,2560
1/17/2020,1700 - 1800,24,33,2561
1/17/2020,1800 - 1900,18,87,2562
1/17/2020,1900 - 2000,17,71,2563
1/17/2020,2000 - 2100,22,58,2564
1/17/2020,2100 - 2200,6,29,2565
1/18/2020,0900 - 1000,13,166,2577
1/18/2020,1000 - 1100,20,90,2578
1/18/2020,1100 - 1200,18,53,2579
1/18/2020,1200 - 1300,11,119,2580
1/18/2020,1300 - 1400,11,85,2581
1/18/2020,1400 - 1500,38,127,2582
1/18/2020,1500 - 1600,9,58,2583
1/18/2020,1600 - 1700,12,27,2584
1/18/2020,1700 - 1800,9,21,2585
1/18/2020,1800 - 1900,24,71,2586
1/18/2020,1900 - 2000,12,68,2587
1/18/2020,2000 - 2100,11,32,2588
1/18/2020,2200 - 2300,8,27,2590
1/18/2020,2300 - 0000,6,22,2591
1/18/2020,0600 - 0700,11,54,2574
1/18/2020,0700 - 0800,12,31,2575
1/18/2020,0800 - 0900,29,117,2576
1/18/2020,0900 - 1000,14,77,2577
1/18/2020,1000 - 1100,15,39,2578
1/18/2020,1100 - 1200,13,48,2579
1/18/2020,1200 - 1300,20,47,2580
1/18/2020,1300 - 1400,21,66,2581
1/18/2020,1400 - 1500,26,101,2582
1/18/2020,1500 - 1600,21,82,2583
1/18/2020,1600 - 1700,26,97,2584
1/18/2020,1800 - 1900,17,51,2586
1/18/2020,1900 - 2000,21,85,2587
1/18/2020,2000 - 2100,8,26,2588
1/18/2020,2100 - 2200,12,25,2589
1/18/2020,2200 - 2300,3,6,2590
1/18/2020,2300 - 0000,2,5,2591
1/19/2020,0000 - 0100,8,32,2592
1/19/2020,0800 - 0900,41,79,2600
1/19/2020,0900 - 1000,10,29,2601
1/19/2020,1000 - 1100,9,22,2602
1/19/2020,1100 - 1200,10,35,2603
1/19/2020,1200 - 1300,18,128,2604
1/19/2020,1300 - 1400,14,80,2605
1/19/2020,1400 - 1500,28,167,2606
1/19/2020,1500 - 1600,16,123,2607
1/19/2020,1700 - 1800,14,56,2609
1/19/2020,1800 - 1900,22,108,2610
1/19/2020,1900 - 2000,22,63,2611
1/19/2020,2000 - 2100,13,34,2612
1/19/2020,2200 - 2300,6,23,2614
1/19/2020,0500 - 0600,30,47,2597
1/19/2020,0600 - 0700,17,91,2598
1/19/2020,0700 - 0800,21,99,2599
1/19/2020,0800 - 0900,25,148,2600
1/19/2020,0900 - 1000,26,63,2601
1/19/2020,1000 - 1100,16,42,2602
1/19/2020,1100 - 1200,18,186,2603
1/19/2020,1200 - 1300,10,58,2604
1/19/2020,1300 - 1400,24,124,2605
1/19/2020,1400 - 1500,32,70,2606
1/19/2020,1500 - 1600,26,76,2607
1/19/2020,1600 - 1700,25,75,2608
1/19/2020,1700 - 1800,20,36,2609
1/19/2020,1800 - 1900,15,37,2610
1/19/2020,1900 - 2000,22,61,2611
1/19/2020,2000 - 2100,18,72,2612
1/20/2020,0000 - 0100,11,24,2616
1/20/2020,0800 - 0900,22,96,2624
1/20/2020,0900 - 1000,13,100,2625
1/20/2020,1000 - 1100,11,62,2626
1/20/2020,1100 - 1200,12,28,2627
1/20/2020,1200 - 1300,10,26,2628
1/20/2020,1300 - 1400,16,62,2629
1/20/2020,1400 - 1500,11,67,2630
1/20/2020,1500 - 1600,17,48,2631
1/20/2020,1700 - 1800,15,61,2633
1/20/2020,1800 - 1900,14,59,2634
1/20/2020,1900 - 2000,9,47,2635
1/20/2020,2000 - 2100,9,44,2636
1/20/2020,2200 - 2300,5,14,2638
1/20/2020,0500 - 0600,20,68,2621
1/20/2020,0600 - 0700,35,99,2622
1/20/2020,0700 - 0800,16,85,2623
1/20/2020,0800 - 0900,17,110,2624
1/20/2020,0900 - 1000,23,66,2625
1/20/2020,1000 - 1100,11,51,2626
1/20/2020,1100 - 1200,11,27,2627
1/20/2020,1200 - 1300,12,48,2628
1/20/2020,1300 - 1400,11,33,2629
1/20/2020,1400 - 1500,29,74,2630
1/20/2020,1500 - 1600,18,49,2631
1/20/2020,1600 - 1700,13,35,2632
1/20/2020,1700 - 1800,14,112,2633
1/20/2020,1800 - 1900,30,151,2634
1/20/2020,1900 - 2000,23,76,2635
1/20/2020,2000 - 2100,18,64,2636
1/20/2020,2100 - 2200,15,27,2637
1/21/2020,0000 - 0100,13,26,2640
1/21/2020,0800 - 0900,36,142,2648
1/21/2020,0900 - 1000,19,165,2649
1/21/2020,1100 - 1200,24,117,2651
1/21/2020,1200 - 1300,12,59,2652
1/21/2020,1300 - 1400,37,127,2653
1/21/2020,1400 - 1500,11,92,2654
1/21/2020,1500 - 1600,8,43,2655
1/21/2020,1600 - 1700,13,48,2656
1/21/2020,1800 - 1900,14,81,2658
1/21/2020,1900 - 2000,16,35,2659
1/21/2020,2000 - 2100,9,43,2660
1/21/2020,2100 - 2200,5,19,2661
1/21/2020,2300 - 0000,7,21,2663
1/21/2020,0500 - 0600,30,71,2645
1/21/2020,0600 - 0700,25,61,2646
1/21/2020,0700 - 0800,24,123,2647
1/21/2020,0800 - 0900,36,177,2648
1/21/2020,0900 - 1000,40,99,2649
1/21/2020,1000 - 1100,30,58,2650
1/21/2020,1100 - 1200,22,63,2651
1/21/2020,1200 - 1300,10,30,2652
1/21/2020,1300 - 1400,38,76,2653
1/21/2020,1400 - 1500,38,84,2654
1/21/2020,1500 - 1600,49,74,2655
1/21/2020,1600 - 1700,12,48,2656
1/21/2020,1700 - 1800,13,56,2657
1/21/2020,1800 - 1900,14,35,2658
1/21/2020,1900 - 2000,15,53,2659
1/21/2020,2000 - 2100,10,33,2660
1/21/2020,2100 - 2200,10,20,2661
1/22/2020,0000 - 0100,12,31,2664
1/22/2020,0800 - 0900,22,53,2672
1/22/2020,0900 - 1000,12,119,2673
1/22/2020,1000 - 1100,14,78,2674
1/22/2020,1100 - 1200,11,72,2675
1/22/2020,1200 - 1300,14,108,2676
1/22/2020,1300 - 1400,25,188,2677
1/22/2020,1400 - 1500,10,33,2678
1/22/2020,1500 - 1600,13,131,2679
1/22/2020,1600 - 1700,20,52,2680
1/22/2020,1700 - 1800,17,77,2681
1/22/2020,1800 - 1900,11,61,2682
1/22/2020,1900 - 2000,14,87,2683
1/22/2020,2000 - 2100,12,47,2684
1/22/2020,2200 - 2300,6,18,2686
1/22/2020,2300 - 0000,6,20,2687
1/22/2020,0500 - 0600,32,79,2669
1/22/2020,0600 - 0700,16,40,2670
1/22/2020,0700 - 0800,18,89,2671
1/22/2020,0800 - 0900,28,112,2672
1/22/2020,0900 - 1000,12,67,2673
1/22/2020,1000 - 1100,9,64,2674
1/22/2020,1100 - 1200,9,52,2675
1/22/2020,1200 - 1300,4,19,2676
1/22/2020,1300 - 1400,10,27,2677
1/22/2020,1400 - 1500,25,59,2678
1/22/2020,1500 - 1600,16,40,2679
1/22/2020,1600 - 1700,17,31,2680
1/22/2020,1700 - 1800,17,54,2681
1/22/2020,1800 - 1900,12,31,2682
1/22/2020,1900 - 2000,15,45,2683
1/22/2020,2100 - 2200,13,28,2685
1/23/2020,0000 - 0100,9,23,2688
1/23/2020,0800 - 0900,40,99,2696
1/23/2020,0900 - 1000,18,122,2697
1/23/2020,1000 - 1100,15,82,2698
1/23/2020,1100 - 1200,10,46,2699
1/23/2020,1200 - 1300,11,44,2700
1/23/2020,1300 - 1400,29,89,2701
1/23/2020,1400 - 1500,9,49,2702
1/23/2020,1500 - 1600,12,35,2703
1/23/2020,1600 - 1700,22,54,2704
1/23/2020,1800 - 1900,16,82,2706
1/23/2020,1900 - 2000,14,35,2707
1/23/2020,2000 - 2100,12,31,2708
1/23/2020,2100 - 2200,6,20,2709
1/23/2020,2200 - 2300,5,19,2710
1/23/2020,0500 - 0600,38,130,2693
1/23/2020,0600 - 0700,35,176,2694
1/23/2020,0700 - 0800,28,138,2695
1/23/2020,0800 - 0900,19,44,2696
1/23/2020,0900 - 1000,21,44,2697
1/23/2020,1000 - 1100,16,37,2698
1/23/2020,1100 - 1200,20,48,2699
1/23/2020,1200 - 1300,20,39,2700
1/23/2020,1300 - 1400,15,37,2701
1/23/2020,1400 - 1500,47,130,2702
1/23/2020,1500 - 1600,32,139,2703
1/23/2020,1600 - 1700,27,95,2704
1/23/2020,1700 - 1800,31,119,2705
1/23/2020,1800 - 1900,41,165,2706
1/23/2020,1900 - 2000,39,154,2707
1/23/2020,2000 - 2100,26,73,2708
1/24/2020,0000 - 0100,25,42,2712
1/24/2020,0900 - 1000,14,101,2721
1/24/2020,1000 - 1100,20,55,2722
1/24/2020,1100 - 1200,7,29,2723
1/24/2020,1200 - 1300,12,48,2724
1/24/2020,1300 - 1400,17,135,2725
1/24/2020,1500 - 1600,15,62,2727
1/24/2020,1700 - 1800,21,56,2729
1/24/2020,1800 - 1900,14,61,2730
1/24/2020,1900 - 2000,11,47,2731
1/24/2020,2000 - 2100,11,39,2732
1/24/2020,2100 - 2200,5,22,2733
1/24/2020,2200 - 2300,8,21,2734
1/24/2020,0500 - 0600,22,83,2717
1/24/2020,0600 - 0700,30,97,2718
1/24/2020,0700 - 0800,20,114,2719
1/24/2020,0800 - 0900,25,116,2720
1/24/2020,0900 - 1000,22,99,2721
1/24/2020,1000 - 1100,11,33,2722
1/24/2020,1100 - 1200,12,34,2723
1/24/2020,1200 - 1300,9,41,2724
1/24/2020,1300 - 1400,16,48,2725
1/24/2020,1400 - 1500,23,70,2726
1/24/2020,1500 - 1600,14,76,2727
1/24/2020,1600 - 1700,11,30,2728
1/24/2020,1700 - 1800,24,51,2729
1/24/2020,1800 - 1900,8,38,2730
1/24/2020,1900 - 2000,18,129,2731
1/24/2020,2000 - 2100,20,48,2732
1/25/2020,0000 - 0100,25,40,2736
1/25/2020,0900 - 1000,14,95,2745
1/25/2020,1000 - 1100,19,47,2746
1/25/2020,1200 - 1300,12,71,2748
1/25/2020,1300 - 1400,11,75,2749
1/25/2020,1400 - 1500,11,96,2750
1/25/2020,1600 - 1700,17,41,2752
1/25/2020,1700 - 1800,3,9,2753
1/25/2020,1800 - 1900,13,94,2754
1/25/2020,1900 - 2000,12,48,2755
1/25/2020,2000 - 2100,15,38,2756
1/25/2020,2100 - 2200,11,44,2757
1/25/2020,2200 - 2300,7,15,2758
1/25/2020,0500 - 0600,27,74,2741
1/25/2020,0600 - 0700,38,124,2742
1/25/2020,0700 - 0800,38,125,2743
1/25/2020,0800 - 0900,27,115,2744
1/25/2020,0900 - 1000,12,31,2745
1/25/2020,1000 - 1100,15,38,2746
1/25/2020,1100 - 1200,15,34,2747
1/25/2020,1200 - 1300,11,46,2748
1/25/2020,1300 - 1400,18,52,2749
1/25/2020,1400 - 1500,21,80,2750
1/25/2020,1500 - 1600,15,48,2751
1/25/2020,1600 - 1700,19,82,2752
1/25/2020,1700 - 1800,17,27,2753
1/25/2020,1800 - 1900,8,27,2754
1/25/2020,1900 - 2000,14,42,2755
1/25/2020,2000 - 2100,5,17,2756
1/25/2020,2100 - 2200,12,26,2757
1/26/2020,0000 - 0100,10,27,2760
1/26/2020,0900 - 1000,18,86,2769
1/26/2020,1100 - 1200,14,32,2771
1/26/2020,1200 - 1300,11,118,2772
1/26/2020,1300 - 1400,17,93,2773
1/26/2020,1400 - 1500,13,91,2774
1/26/2020,1700 - 1800,16,98,2777
1/26/2020,1800 - 1900,23,161,2778
1/26/2020,1900 - 2000,22,33,2779
1/26/2020,2000 - 2100,12,102,2780
1/26/2020,2200 - 2300,6,47,2782
1/26/2020,0500 - 0600,21,64,2765
1/26/2020,0600 - 0700,19,89,2766
1/26/2020,0700 - 0800,27,118,2767
1/26/2020,0800 - 0900,17,128,2768
1/26/2020,0900 - 1000,18,55,2769
1/26/2020,1100 - 1200,25,126,2771
1/26/2020,1200 - 1300,20,169,2772
1/26/2020,1300 - 1400,30,163,2773
1/26/2020,1400 - 1500,35,149,2774
1/26/2020,1500 - 1600,19,44,2775
1/26/2020,1600 - 1700,24,75,2776
1/26/2020,1700 - 1800,18,25,2777
1/26/2020,1800 - 1900,18,78,2778
1/26/2020,1900 - 2000,23,126,2779
1/26/2020,2000 - 2100,19,81,2780
1/27/2020,0000 - 0100,9,21,2784
1/27/2020,0900 - 1000,12,53,2793
1/27/2020,1000 - 1100,12,68,2794
1/27/2020,1100 - 1200,11,39,2795
1/27/2020,1200 - 1300,11,41,2796
1/27/2020,1300 - 1400,16,165,2797
1/27/2020,1500 - 1600,14,60,2799
1/27/2020,1600 - 1700,12,74,2800
1/27/2020,1700 - 1800,14,76,2801
1/27/2020,1800 - 1900,15,77,2802
1/27/2020,2000 - 2100,11,25,2804
1/27/2020,2200 - 2300,6,24,2806
1/27/2020,0500 - 0600,30,118,2789
1/27/2020,0600 - 0700,31,75,2790
1/27/2020,0700 - 0800,21,146,2791
1/27/2020,0800 - 0900,20,49,2792
1/27/2020,0900 - 1000,14,47,2793
1/27/2020,1000 - 1100,17,58,2794
1/27/2020,1100 - 1200,26,52,2795
1/27/2020,1200 - 1300,23,55,2796
1/27/2020,1300 - 1400,15,25,2797
1/27/2020,1400 - 1500,27,81,2798
1/27/2020,1500 - 1600,17,57,2799
1/27/2020,1600 - 1700,19,91,2800
1/27/2020,1700 - 1800,17,30,2801
1/27/2020,1800 - 1900,22,60,2802
1/27/2020,1900 - 2000,27,79,2803
1/27/2020,2000 - 2100,5,14,2804
1/27/2020,2100 - 2200,8,18,2805
1/28/2020,0000 - 0100,33,48,2808
1/28/2020,0900 - 1000,21,139,2817
1/28/2020,1000 - 1100,34,130,2818
1/28/2020,1200 - 1300,15,85,2820
1/28/2020,1300 - 1400,13,37,2821
1/28/2020,1400 - 1500,16,73,2822
1/28/2020,1500 - 1600,11,70,2823
1/28/2020,1700 - 1800,21,50,2825
1/28/2020,1800 - 1900,13,49,2826
1/28/2020,1900 - 2000,21,52,2827
1/28/2020,2000 - 2100,10,38,2828
1/28/2020,2200 - 2300,6,18,2830
1/28/2020,0500 - 0600,21,62,2813
1/28/2020,0600 - 0700,34,98,2814
1/28/2020,0700 - 0800,31,107,2815
1/28/2020,0800 - 0900,28,55,2816
1/28/2020,0900 - 1000,14,55,2817
1/28/2020,1000 - 1100,12,27,2818
1/28/2020,1100 - 1200,24,139,2819
1/28/2020,1200 - 1300,30,76,2820
1/28/2020,1300 - 1400,15,34,2821
1/28/2020,1400 - 1500,23,68,2822
1/28/2020,1500 - 1600,20,44,2823
1/28/2020,1600 - 1700,21,66,2824
1/28/2020,1700 - 1800,14,76,2825
1/28/2020,1800 - 1900,32,99,2826
1/28/2020,2000 - 2100,15,81,2828
1/29/2020,0100 - 0200,9,21,2833
1/29/2020,0900 - 1000,18,129,2841
1/29/2020,1000 - 1100,18,49,2842
1/29/2020,1100 - 1200,9,18,2843
1/29/2020,1200 - 1300,13,146,2844
1/29/2020,1300 - 1400,24,120,2845
1/29/2020,1400 - 1500,21,99,2846
1/29/2020,1500 - 1600,13,60,2847
1/29/2020,1600 - 1700,23,59,2848
1/29/2020,1700 - 1800,19,50,2849
1/29/2020,1800 - 1900,19,106,2850
1/29/2020,1900 - 2000,10,52,2851
1/29/2020,2000 - 2100,13,49,2852
1/29/2020,2200 - 2300,8,24,2854
1/29/2020,2300 - 0000,6,18,2855
1/29/2020,0500 - 0600,34,79,2837
1/29/2020,0600 - 0700,30,85,2838
1/29/2020,0700 - 0800,30,155,2839
1/29/2020,0800 - 0900,30,137,2840
1/29/2020,0900 - 1000,28,134,2841
1/29/2020,1000 - 1100,0,0,2842
1/29/2020,1100 - 1200,19,146,2843
1/29/2020,1200 - 1300,16,50,2844
1/29/2020,1300 - 1400,14,68,2845
1/29/2020,1400 - 1500,35,134,2846
1/29/2020,1600 - 1700,21,86,2848
1/29/2020,1700 - 1800,18,35,2849
1/29/2020,1800 - 1900,19,51,2850
1/29/2020,1900 - 2000,28,60,2851
1/29/2020,2000 - 2100,8,21,2852
1/29/2020,2100 - 2200,7,19,2853
1/30/2020,0000 - 0100,8,26,2856
1/30/2020,0800 - 0900,18,84,2864
1/30/2020,0900 - 1000,24,136,2865
1/30/2020,1000 - 1100,26,121,2866
1/30/2020,1100 - 1200,22,76,2867
1/30/2020,1200 - 1300,20,115,2868
1/30/2020,1300 - 1400,29,183,2869
1/30/2020,1400 - 1500,15,160,2870
1/30/2020,1500 - 1600,17,78,2871
1/30/2020,1600 - 1700,24,61,2872
1/30/2020,1700 - 1800,18,58,2873
1/30/2020,1800 - 1900,7,14,2874
1/30/2020,1900 - 2000,15,67,2875
1/30/2020,2000 - 2100,7,16,2876
1/30/2020,2100 - 2200,20,122,2877
1/30/2020,2200 - 2300,16,85,2878
1/30/2020,2300 - 0000,11,64,2879
1/30/2020,0500 - 0600,43,117,2861
1/30/2020,0600 - 0700,30,95,2862
1/30/2020,0700 - 0800,27,122,2863
1/30/2020,0800 - 0900,28,138,2864
1/30/2020,0900 - 1000,18,37,2865
1/30/2020,1000 - 1100,7,28,2866
1/30/2020,1100 - 1200,12,54,2867
1/30/2020,1200 - 1300,19,35,2868
1/30/2020,1300 - 1400,9,24,2869
1/30/2020,1400 - 1500,28,75,2870
1/30/2020,1500 - 1600,11,37,2871
1/30/2020,1600 - 1700,20,56,2872
1/30/2020,1800 - 1900,22,115,2874
1/30/2020,1900 - 2000,17,49,2875
1/30/2020,2000 - 2100,28,59,2876
1/30/2020,2100 - 2200,24,35,2877
1/31/2020,0000 - 0100,18,38,2880
1/31/2020,0900 - 1000,13,82,2889
1/31/2020,1200 - 1300,11,48,2892
1/31/2020,1300 - 1400,15,142,2893
1/31/2020,1400 - 1500,21,57,2894
1/31/2020,1500 - 1600,17,74,2895
1/31/2020,1600 - 1700,11,35,2896
1/31/2020,1700 - 1800,16,61,2897
1/31/2020,1800 - 1900,18,75,2898
1/31/2020,1900 - 2000,11,48,2899
1/31/2020,2000 - 2100,14,49,2900
1/31/2020,2200 - 2300,6,16,2902
1/31/2020,2300 - 0000,8,48,2903
1/31/2020,0500 - 0600,24,88,2885
1/31/2020,0600 - 0700,21,74,2886
1/31/2020,0700 - 0800,23,105,2887
1/31/2020,0800 - 0900,26,71,2888
1/31/2020,0900 - 1000,20,50,2889
1/31/2020,1000 - 1100,15,34,2890
1/31/2020,1100 - 1200,7,21,2891
1/31/2020,1200 - 1300,11,49,2892
1/31/2020,1300 - 1400,12,54,2893
1/31/2020,1400 - 1500,36,94,2894
1/31/2020,1500 - 1600,16,96,2895
1/31/2020,1600 - 1700,18,35,2896
1/31/2020,1700 - 1800,18,78,2897
1/31/2020,1800 - 1900,17,85,2898
1/31/2020,1900 - 2000,23,49,2899
1/31/2020,2000 - 2100,14,81,2900
1/31/2020,2100 - 2200,13,65,2901
2/1/2020,0900 - 1000,13,64,2913
2/1/2020,1000 - 1100,22,103,2914
2/1/2020,1200 - 1300,20,80,2916
2/1/2020,1300 - 1400,14,48,2917
2/1/2020,1400 - 1500,18,82,2918
2/1/2020,1500 - 1600,11,45,2919
2/1/2020,1600 - 1700,10,26,2920
2/1/2020,1700 - 1800,13,36,2921
2/1/2020,1800 - 1900,19,104,2922
2/1/2020,1900 - 2000,25,101,2923
2/1/2020,2000 - 2100,16,58,2924
2/1/2020,2100 - 2200,21,86,2925
2/1/2020,2200 - 2300,11,53,2926
2/1/2020,2300 - 0000,7,30,2927
2/1/2020,0500 - 0600,18,79,2909
2/1/2020,0600 - 0700,27,145,2910
2/1/2020,0700 - 0800,22,186,2911
2/1/2020,0800 - 0900,28,105,2912
2/1/2020,0900 - 1000,27,52,2913
2/1/2020,1000 - 1100,26,56,2914
2/1/2020,1100 - 1200,15,32,2915
2/1/2020,1200 - 1300,14,104,2916
2/1/2020,1300 - 1400,24,51,2917
2/1/2020,1400 - 1500,28,124,2918
2/1/2020,1500 - 1600,27,66,2919
2/1/2020,1600 - 1700,22,55,2920
2/1/2020,1700 - 1800,35,66,2921
2/1/2020,1800 - 1900,26,140,2922
2/1/2020,1900 - 2000,14,84,2923
2/1/2020,2000 - 2100,19,53,2924
2/1/2020,2100 - 2200,20,32,2925
2/2/2020,0000 - 0100,8,15,2928
2/2/2020,0800 - 0900,30,110,2936
2/2/2020,0900 - 1000,16,65,2937
2/2/2020,1000 - 1100,8,35,2938
2/2/2020,1100 - 1200,14,48,2939
2/2/2020,1200 - 1300,11,69,2940
2/2/2020,1300 - 1400,18,154,2941
2/2/2020,1400 - 1500,13,77,2942
2/2/2020,1500 - 1600,25,126,2943
2/2/2020,1600 - 1700,35,96,2944
2/2/2020,1700 - 1800,30,87,2945
2/2/2020,1800 - 1900,13,123,2946
2/2/2020,2000 - 2100,13,77,2948
2/2/2020,2100 - 2200,10,47,2949
2/2/2020,2200 - 2300,6,19,2950
2/2/2020,2300 - 0000,10,44,2951
2/2/2020,0000 - 0100,28,71,2928
2/2/2020,0500 - 0600,28,119,2933
2/2/2020,0600 - 0700,25,57,2934
2/2/2020,0700 - 0800,38,179,2935
2/2/2020,0800 - 0900,30,84,2936
2/2/2020,1000 - 1100,20,77,2938
2/2/2020,1100 - 1200,24,69,2939
2/2/2020,1200 - 1300,39,62,2940
2/2/2020,1300 - 1400,41,137,2941
2/2/2020,1400 - 1500,55,125,2942
2/2/2020,1500 - 1600,38,110,2943
2/2/2020,1600 - 1700,33,64,2944
2/2/2020,1700 - 1800,33,150,2945
2/2/2020,1800 - 1900,85,165,2946
2/2/2020,1900 - 2000,82,153,2947
2/2/2020,2000 - 2100,54,106,2948
2/2/2020,2100 - 2200,0,0,2949
2/2/2020,2200 - 2300,57,57,2950
2/2/2020,2300 - 0000,4,8,2951
2/3/2020,0000 - 0100,39,66,2952
2/3/2020,0800 - 0900,40,105,2960
2/3/2020,1000 - 1100,17,46,2962
2/3/2020,1100 - 1200,17,49,2963
2/3/2020,1200 - 1300,11,45,2964
2/3/2020,1300 - 1400,20,91,2965
2/3/2020,1400 - 1500,33,76,2966
2/3/2020,1600 - 1700,24,55,2968
2/3/2020,1700 - 1800,26,113,2969
2/3/2020,1800 - 1900,23,94,2970
2/3/2020,2000 - 2100,32,113,2972
2/3/2020,2100 - 2200,12,25,2973
2/3/2020,2200 - 2300,11,29,2974
2/3/2020,0000 - 0100,35,83,2952
2/3/2020,0500 - 0600,44,155,2957
2/3/2020,0600 - 0700,38,84,2958
2/3/2020,0700 - 0800,52,75,2959
2/3/2020,0800 - 0900,33,134,2960
2/3/2020,0900 - 1000,13,54,2961
2/3/2020,1000 - 1100,21,61,2962
2/3/2020,1100 - 1200,14,40,2963
2/3/2020,1200 - 1300,7,17,2964
